name,email,phone,links,role,skills,education,experience_years,summary
Sophia Adams,gravzxdu@email.com,"+1 4101509334
",https://linkedin.com/in/yjhaahjkne; https://github.com/tyogjutaha,Statistical Programmer,sql; tableau; power bi; r; pandas; scikit-learn; mysql; machine learning; statistics; hadoop; git; docker; seaborn; etl pipelines; model deployment,,7,"A dedicated and results-driven Statistical Programmer with over 7 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Penelope Green,egmikmax@email.com,"+1 8234159275
",https://linkedin.com/in/xkkoxdtfzy; https://github.com/evxbhwfdhg,Data Analyst,tableau; power bi; r; machine learning; deep learning; statistics; git; docker; data cleaning; computer vision; model deployment,Master of Science in Predictive Analytics,12,"A dedicated and results-driven Transportation Data Analyst with over 12 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
David Rogers,upvsdmvx@email.com,"+1 9921754418
",https://linkedin.com/in/tmurmamyvs; https://github.com/uxdoeslgab,Data Analyst,python; tableau; power bi; r; machine learning; deep learning; statistics; git; docker; data cleaning; seaborn; model deployment; data governance; a/b testing; data ethics,Master of Science in Computer Science,12,"A dedicated and results-driven Product Data Analyst with over 12 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Frank Garcia,rxmcsnol@email.com,"+1 7914263817
",https://linkedin.com/in/vrhaurwcfz; https://github.com/dmaobhqluj,Data Journalist,python; tableau; power bi; r; machine learning; statistics; big data; spark; git; docker; plotly; etl pipelines; model deployment; bayesian inference,Bachelor of Science in Cognitive Science,4,"A dedicated and results-driven Data Journalist with over 4 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Willow Allen,ukfwqvjq@email.com,"+1 9900495206
",https://linkedin.com/in/vdogoczdmd; https://github.com/gdilojrwen,Data Analyst,tableau; power bi; r; excel; machine learning; statistics; data visualization; data mining; git; docker; model deployment,Master of Science in Information and Data Science,9,"A dedicated and results-driven IoT Data Analyst with over 9 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Liam Thomas,nridaw@email.com,"+1 2631703386
",https://linkedin.com/in/xvsmzbpppw; https://github.com/shwzxktjvs,Ai Engineer,python; sql; tableau; power bi; r; postgresql; machine learning; statistics; git; docker; data wrangling; data cleaning; model deployment; data governance,Bachelor of Science in Software Engineering,15,"A dedicated and results-driven AI Engineer with over 15 years of experience in data analysis, machine
learning, and predictive modeling. Skilled in transforming business needs into technical solutions using
modern data science tools and practices. Passionate about solving real-world problems through data-
driven approaches and delivering measurable outcomes."
Fiona Miller,yfbaoawf@email.com,"+1 1891472251
",https://linkedin.com/in/punuaabjvy; https://github.com/sysyjqddkp,Data Engineer,sql; tableau; power bi; r; scikit-learn; machine learning; statistics; spark; git; docker; data wrangling; model deployment; data ethics; transformers,,14,"A dedicated and results-driven Data Engineer with over 14 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Olivia Lee,clyqkjqi@email.com,"+1 5948704904
",https://linkedin.com/in/gsmszydyks; https://github.com/vfmzkblrpa,Data Quality Analyst,python; tableau; power bi; r; machine learning; statistics; hadoop; git; docker; data wrangling; data cleaning; azure; model deployment; a/b testing; eda,Bachelor of Arts in Computational Social Science,10,"A dedicated and results-driven Data Quality Analyst with over 10 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Sophia Young,mtkbozty@email.com,"+1 6685160894
",https://linkedin.com/in/mvymtwjspo; https://github.com/oaabboivdb,Business Analyst,sql; tableau; power bi; r; machine learning; statistics; data mining; git; docker; model deployment; mlops; data governance,Bachelor of Science in Computational Mathematics,6,"A dedicated and results-driven Business Analyst with over 6 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
George Gray,ypgimrqb@email.com,"+1 2457427076
",https://linkedin.com/in/zruplecspm; https://github.com/fkbxhhjgib,Data Analyst,tableau; power bi; r; java; machine learning; statistics; git; docker; kubernetes; model deployment; a/b testing; dask,Bachelor of Science in Economics and Data Science,15,"A dedicated and results-driven Public Policy Data Analyst with over 15 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Hannah Morris,zodittvc@email.com,"+1 7769146141
",https://linkedin.com/in/rystfkhgre; https://github.com/chjrfxlasl,Fraud Analyst,tableau; power bi; r; pandas; machine learning; statistics; data visualization; big data; spark; git; docker; kubernetes; plotly; model deployment; a/b testing,Master of Science in Quantitative Finance,10,"A dedicated and results-driven Fraud Analyst with over 10 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Ethan Nelson,zapqmcyo@email.com,"+1 3897803598
",https://linkedin.com/in/qedfrihyzd; https://github.com/oxjubxxopj,Data Consultant,tableau; power bi; r; machine learning; deep learning; statistics; git; docker; kubernetes; data cleaning; azure; model evaluation; model deployment; data governance; a/b testing; transformers,Bachelor of Technology in Data Science and AI,12,"A dedicated and results-driven Data Consultant with over 12 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
